#	CAMINHO NO XML	CAMPO	REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO  SISTEMA NACIONAL NFS-e						NÍVEL DA REGRA	EMISSORES PÚBLICOS NACIONAIS NFS-e (SEFIN, WEB, APP)		ADN NFS-e		OBSERVAÇÕES DE NEGÓCIO
			Nível 1 - Regras de negócio para consistência do Leiaute NFS-e  Nível 2 - Regras de Negócio gerais para todos os municípios aderentes ao SN NFS-e  Nível 3 - Regras de Negócio específicas conforme legislação municipal do município parametrizada no SN NFS-e 							RNs EXECUTADAS NA RECEPÇÃO DE DPS EVIADAS PELOS EMITENTES (V), RNs EXECUTADAS NA GERAÇÃO DAS INFORMAÇÕES DE NFS-e PELOS EMISSORES PÚBLICOS NACIONAIS (V) E RNs NÃO EXECUTADAS (X)	NFS-e EMITIDA SOB CONDIÇÕES DE  DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) RNs EXECUTADAS NA GERAÇÃO DE NFS-e PELOS EMISSORES PÚBLICOS NACIONAIS (SEFIN, WEB, APP) RNs EXECUTADAS (V) RNs NÃO EXECUTADAS (X)	RNs EXECUTADAS  NA RECEPÇÃO DE NFS-e COMPARTILHADAS  PELOS MUNICÍPIOS COM O  ADN NFS-e (V)  E RNs NÃO EXECUTADAS (X)	NFS-e EMITIDAS SOB CONDIÇÕES DE DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) RNs EXECUTADAS  NA RECEPÇÃO DE NFS-e COMPARTILHADAS  PELOS MUNICÍPIOS COM O  ADN NFS-e (V) E RNs NÃO EXECUTADAS (X)	
368	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/end/endExt/	xEstProvReg	-		-	-	-	-	-	-	-	-	-	-
369	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/	xLgr	-		-	-	-	-	-	-	-	-	-	-
370	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/	nro	-		-	-	-	-	-	-	-	-	-	-
371	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/	xCpl	-		-	-	-	-	-	-	-	-	-	-
372	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/endFornec/	xBairro	-		-	-	-	-	-	-	-	-	-	-
373	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/	fone	-		-	-		-	-	-	-	-	-	-
374	NFSe/infNFSe/DPS/infDPS/valores/vDedRed/documentos/docDedRed/fornec/	email	-		-	-		-	-	-	-	-	-	-
375	NFSe/infNFSe/DPS/infDPS/valores/	trib	-		-	-	-	-	-	-	-	-	-	-
376	NFSe/infNFSe/DPS/infDPS/valores/trib/	tribMun	-		-	-	-	-	-	-	-	-	-	-
377	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	tribISSQN	Não é permitido ao emitente informar se tratar de uma situação de exportação de serviço (tribISSQN = 3) para os cenários 6, 10, 34, 38, 66, 80, conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".		Obrig.	Rej.	E0529	O sistema considera este cenário para a prestação de serviço informada na DPS uma operação tributável. Não é permitido ao emitente da DPS informar que a prestação de serviço se trata de uma exportação de serviço.	2	V	X	V	X	Os campos a serem verificados conforme os cenários são: 6 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  10 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = LP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  34 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET   NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  38 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = LP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  66 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = LP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  80 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = LP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  
378														
379			Não é permitido ao emitente informar se tratar de uma situação de operação tributável (tribISSQN = 1) para os cenários 26, 54, 92, 96, 106, 110, conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".		Obrig.	Rej.	E0530	O sistema considera este cenário para a prestação de serviço informada na DPS uma exportação de serviço. Não é permitido ao emitente da DPS informar que a prestação de serviço se trata de uma operação tributável.	2	V	X	V	X	Os campos a serem verificados conforme os cenários são:  26 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  54 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  92 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  96 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  106 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  110 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  
380														
381			Quando o serviço prestado for 99.01.01 - Serviços sem a incidência de ISSQN e ICMS não há incidência do ISSQN (tribISSQN = 4).		Obrig.	Rej.	E0532	O campo que informa sobre a tributação do ISSQN deve ser "4 - Não Incidência", quando houver o serviço prestado for 99.01.01 - Serviços sem a incidência de ISSQN e ICMS.	2	V	X	V	X	-
382			Quando qualquer subitem da lista de serviço nacional for incidente, conforme a parametrização do município de incidência do ISSQN, não é permitido informar não incidência do ISSQN, ou seja, os valores permitidos para o campo tribISSQN são: tribISSQN = 1, 2 ou 3.		Obrig.	Rej.	E0539	Não é permitido informar não incidência do ISSQN = 4 (Não Incidência) para qualquer subitem da lista nacional de serviço informado na DPS, se o subitem for incidente, conforme a parametrização do município de incidência do ISSQN.	2	V	X	X	X	
383			Quando qualquer subitem da lista de serviço nacional for não incidente, conforme a parametrização do município de incidência do ISSQN, é obrigatório informar não incidência do ISSQN, ou seja, o valor permitido para o campo tribISSQN é: tribISSQN = 4.		Obrig.	Rej.	E0540	Não há incidência do ISSQN (tribISSQN = 4) pois a parametrização do muncípio de incidência do ISSQN indica que o código de serviço prestado, informado na DPS, não é incidente neste município.	2	V	X	V	X	-
384	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	cPaisResult	Se, a tributação do ISSQN é igual à Exportação de serviço e Local da Prestação do Serviço é no Brasil e o Serviço prestado tem incidência no Local do Estabelecimento do Prestador, conforme LC 116/03, ou Se, a tributação do ISSQN é igual à Exportação de serviço e Local da Prestação do Serviço é no Brasil e o Serviço prestado tem incidência no Local do Estabelecimento do Tomador, conforme LC 116/03, e o Endereço do Tomador do serviço é no Exterior ou não informado, Então, é obrigatório informar o código do país onde ocorreu o resultado do serviço prestado.  obs: todos os cenários iguais a 2, 30, 58, 62, 72, 76, conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".		Obrig.	Rej.	E0590	É obrigatório informar o código do país onde ocorreu o resultado do serviço prestado para os cenários 2, 30, 58, 62, 72, 76, conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".	2	V	X	V	X	Os campos a serem verificados conforme os cenários são: 2 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  30 NFSe/infNFSe/DPS/infDPS/toma/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  58 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP  NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  62 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endNac/cMun NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  72 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = EP NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  76 NFSe/infNFSe/DPS/infDPS/toma/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/interm/end/endExt/cPais NFSe/infNFSe/DPS/infDPS/serv/locPrest/cLocPrestacao NFSe/infNFSe/DPS/infDPS/serv/cServ/cTribNac Resultado do local de incidência = ET NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/tribISSQN tribISSQN = 3 (Exportação de Serviço)  
384			Se a tributação do ISSQN é diferente de Exportação de serviço ou Local da Prestação do Serviço é no Exterior ou o Serviço prestado tem incidência no Local de Prestação, conforme LC 116/03, ou Se a tributação do ISSQN é igual à Exportação de serviço e Local da Prestação do Serviço é no Brasil e o Serviço prestado tem incidência no Local do Estabelecimento do Tomador, conforme LC 116/03, e o Endereço do Tomador do serviço é no Brasil.  Não é permitido informar o código do país onde ocorreu o resultado do serviço prestado.  obs: todos os cenários diferentes de 2, 30, 58, 62, 72, 76, conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".		Obrig.	Rej.	E0591	Não é permitido informar o código do país onde ocorreu o resultado do serviço prestado para os cenários diferentes de 2, 30, 58, 62, 72, 76 conforme a planilha "EXPORTACAO_EMISSÃO_NFS-e".	2	V	X	V	X	
385	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	tpImunidade	Obrigatório e informado somente quando o campo referente à tributação do ISSQN for igual a 2 (tribISSQN = 2).		Obrig.	Rej.	E0592	O tipo de imunidade é obrigatório e deve ser informado somente quando o campo referente à tributação do ISSQN for igual a "2 - Imunidade".	2	V	X	V	X	-
386			Não permitido o valor "0 - Imunidade (tipo não informado na nota de origem)" na DPS quando utilizado os Emissores Públicos Nacionais para emissão de NFS-e.		Obrig.	Rej.	E0593	Não permitido o valor "0 - Imunidade (tipo não informado na nota de origem)" na DPS quando utilizado os Emissores Públicos Nacionais para emissao de NFS-e.	2	V	X	X	X	-
387	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	exigSusp	Não é permitido informar suspensão da exigibilidade do ISSQN por decisão judicial ou administrativa, quando o serviço prestado for imune, exportação de serviço ou não incidência do ISSQN sobre o serviço prestado, ou seja, o campo referente à tributação do ISSQN (tribISSQN) é igual a "2 - Imunidade, "3 - Exportação de Serviço" ou "4 - Não Incidência", (tribISSQN = 2, 3 ou 4).		Obrig.	Rej.	E0585	Somente é permitido informar suspensão de exigibilidade quando a opção da tributação do ISSQN for uma operação tributável  (tribISSQN = 1).	2	V	X	V	X	-
388	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/exigSusp/	tpSusp	-		-	-	-	-	-	-	-	-	-	-
389	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/exigSusp/	nProcesso	-		-	-	-	-	-	-	-	-	-	-
390	NFSe/infNFSe/DPS/valores/trib/tribMun/	BM	Não é permitido informar BM quando o serviço prestado for imune, exportação de serviço ou não incidência do ISSQN sobre o serviço prestado, ou seja, o campo referente à tributação do ISSQN (tribISSQN) é igual a "2 - Imunidade, "3 - Exportação de Serviço" ou "4 - Não Incidência", (tribISSQN = 2, 3 ou 4).		Obrig.	Rej.	E0533	Não é permitido informar Benefício Municipal (BM deve ser nulo) quando o serviço prestado diferente de Tributável (tribISSQN = 1), ou seja, tribISSQN = 2, 3 ou 4.	2	V	X	V	X	-
391			Não é permitido o preenchimento dos campos do grupo de informações relativas ao Benefício Municipal quando o prestador do serviço é MEI (opSimpNac = 2).		Obrig.	Rej.	E0534	Não é permitido o preenchimento de informações relativas à benefício municipal para o prestador de serviço MEI.	2	V	X	V	X	-
392			Não é permitido informar benefício municipal quando o prestador de serviço tiver um regime especial de tributação, ou seja, o campo que indica o regime especial de tributação é diferente de 0, (regEspTrib = 1, 2, 3, 4, 5 ou 6).		Obrig.	Rej.	E0535	Não é permitido informar benefício municipal quando o prestador de serviço tiver um regime especial de tributação, ou seja, o campo que indica o regime especial de tributação é diferente de 0, (regEspTrib = 1, 2, 3, 4, 5 ou 6).	2	V	X	V	X	-
393			Não é permitido informar benefício municipal quando estiver indicado na DPS que a tributação do ISSQN está com sua exigibilidade suspensa, seja administrativamente ou judicialmente, ou seja, o campo que indica a suspensão da exigibilidade está informado na DPS (tpSUSP = 1 ou 2).		Obrig.	Rej.	E0538	Não é permitido informar benefício municipal quando estiver indicado na DPS que a tributação do ISSQN está com sua exigibilidade suspensa, seja administrativamente ou judicialmente, ou seja, o campo que indica a suspensão da exigibilidade está informado na DPS (tpSUSP = 1 ou 2).	2	V	X	V	X	-
394			Se o município de incidência do ISSQN não está "Ativo" no Sistema Nacional NFS-e, então não é permitido informar benefício municipal.		Obrig.	Rej.	E0537	Não é permitido informar benefício municipal (BM deve ser nulo) quando o município de incidência do ISSQN não está "Ativo" no Sistema Nacional NFS-e.	2	V	X	V	X	-
395			Se o emitente da DPS for ME/EPP (opSimpNac = 3), apurando o ISSQN pelo Simples Nacional (regApTribSN = 1) e o município de incidência do ISSQN está "Ativo" no Sistema Nacional NFS-e, então não é permitido informar benefício municipal, ou seja, (nBM = nulo).  Obs: Exceto quando o código de tributação nacional corresponder aos subitens 07.02 e 07.05 da lista de serviços do sistema nacional NFS-e. Cenário em que o sistema verifica se há parametrização de BM para o emitente da DPS.		Obrig.	Rej.	E0536	Não é permitido o preenchimento de informações relativas à benefício municipal para o prestador de serviço ME/EPP, apurando pelo SN, conforme parametrização do código de serviço admnistrado pelo municipio de incidência do ISSQN.	3	V	X	V	X	-
397	NFSe/infNFSe/DPS/valores/trib/tribMun/BM/	nBM	O código de identificação do Benefício Municipal não existente para municipio de incidência do ISSQN.		Obrig.	Rej.	E0541	Não existe o código de identificação do benefício municipal informado na DPS para o municipío de incidência do ISSQN.	3	V	X	X	X	-
398			O código de identificação de Benefício Municipal do municipío de incidência do ISSQN não está vigente na data de competência informada na DPS.		Obrig.	Rej.	E0544	Período de vigência expirado para o código de identificação do Benefício Municipal no municipío de incidência do ISSQN para a data de competência informada na DPS.	3	V	X	X	X	-
399			O código de indentificação de Benefício Municipal informado na DPS é restrita à prestadores de serviço estabelecidos no município de incidência do ISSQN.		Obrig.	Rej.	E0548	O Benefício Municipal informado na DPS não permite benefício para prestadores de serviço que não estejam estabelecidos no município de incidência do ISSQN.	3	V	X	X	X	-
400			O código de indentificação de Benefício Municipal, informada na DPS, não permite benefício para o código de tributação e/ou prestador (CPF ou CNPJ) informado na DPS, conforme parametrização do município de incidência do ISSQN.		Obrig.	Rej.	E0550	O código de identificação de Benefício Municipal, informada na DPS, não permite benefício para o código de tributação e/ou prestador (CPF ou CNPJ) informado na DPS, conforme parametrização do município de incidência do ISSQN.	3	V	X	X	X	-
401	NFSe/infNFSe/DPS/valores/trib/tribMun/BM/	vRedBCBM	Somente é permitido informar vRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por Valor Monetário.		Obrig.	Rej.	E0565	Não é permitido informar um valor monetário de redução de base de cálculo do ISSQN por benefício municipal, se o código de identificação do Benefício Municipal não corresponder ao tipo de redução por valor monetário.	3	V	X	X	X	-
402			É obrigatório informar vRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por Valor Monetário.		Obrig.	Rej.	E0567	É obrigatório informar vRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por Valor Monetário.	3	V	X	X	X	-
403			O valor monetário do benefício municipal informado na DPS não pode ser superior ao valor do preço serviço.		Obrig.	Rej.	E0574	O valor monetário do benefício municipal informado na DPS não pode ser superior ao valor do serviço.	3	V	X	X	X	-
404			O valor monetário do benefício municipal informado na DPS não pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma alíquota efetiva menor que 2%, exceto para os códigos relativos aos serviços 7.02, 7.05 e 16.01.		Obrig.	Rej.	E0575	O valor monetário do benefício municipal informado na DPS não pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma alíquota efetiva menor que 2%, exceto para os códigos relativos aos serviços 7.02, 7.05 e 16.01.	2	V	X	X	X	-
405	NFSe/infNFSe/DPS/valores/trib/tribMun/BM/	pRedBCBM	Somente é permitido informar pRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por percentual.		Obrig.	Rej.	E0577	Não é permitido informar um valor percentual de redução de base de cálculo do ISSQN por benefício municipal, se o código de identificação do Benefício Municipal não corresponder ao tipo de redução por valor percentual.	3	V	X	X	X	-
406			É obrigatório informar pRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por percentual.		Obrig.	Rej.	E0579	É obrigatório informar pRedBCBM quando o código de identificação do Benefício Municipal (nBM) for um benefício do tipo Redução de Base de Cálculo por percentual.	3	V	X	X	X	-
407			O valor percentual para redução da base de cálculo deve ser maior que 0 e menor ou igual ao percentual parametrizado pelo município de incidência do ISSQN.		Obrig.	Rej.	E0586	O valor percentual para redução da base de cálculo deve ser maior que 0 e menor ou igual ao percentual parametrizado pelo município de incidência do ISSQN.	3	V	X	X	X	-
408			O valor percentual do benefício municipal informado na DPS não pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma alíquota efetiva menor que 2%, exceto para os códigos relativos aos serviços 7.02, 7.05 e 16.01.		Obrig.	Rej.	E0587	O valor percentual do benefício municipal informado na DPS não pode reduzir o valor da BC de forma que resulte no valor do ISSQN a uma alíquota efetiva menor que 2%, exceto para os códigos relativos aos serviços 7.02, 7.05 e 16.01.	2	V	X	X	X	-
409	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	 tpRetISSQN	Não é permitido haver retenção do ISSQN (tpRetISSQN = 2 ou 3) quando o serviço prestado for imune, exportação de serviço ou não incidência do ISSQN sobre o serviço prestado, ou seja, o campo tpRetISSQ = 1 quando o campo referente à tributação do ISSQN (tribISSQN) é igual a "2 - Imunidade, "3 - Exportação de Serviço" ou "4 - Não Incidência", (tribISSQN = 2, 3 ou 4).		Obrig.	Rej.	E0580	Não é permitido haver retenção quando o campo referente à tributação do ISSQN indicar imunidade, exportação ou não incidência.	2	V	X	V	X	-
410			Se o prestador do serviço tiver opção perante o Simples Nacional MEI (opSimpNac = 2) na data de competência informada na DPS, então não é permitido ocorrer retenção do ISSQN (tpRetISSQN igual a 2 ou 3), ou seja, tpRetISSQN tem que ser igual a 1 (tpRetISSQN = 1).		Obrig.	Rej.	E0583	Não é permitido retenção do ISSQN para o prestador do serviço que seja MEI na data de competência informada na DPS.	2	V	X	X	X	-
411			Se o prestador do serviço tiver um regime especial de tributação (regEspTrib = 1, 2, 3, 4, 5 ou 6) na data de competência informada na DPS, então não é permitido ocorrer retenção do ISSQN (tpRetISSQN igual a 2 ou 3), ou seja, tpRetISSQN tem que ser igual a 1 (tpRetISSQN = 1).		Obrig.	Rej.	E0588	Não é permitido retenção do ISSQN para o prestador do serviço que tenha algum regime especial de tributação na data de competência informada na DPS.	2	V	X	V	X	-
412			Se o prestador do serviço tiver a exibilidade do ISSQN suspensa administrativamente ou judicialmente (tpSUSP = 1 ou 2) na data de competência informada na DPS, então não é permitido ocorrer retenção do ISSQN (tpRetISSQN igual a 2 ou 3), ou seja, tpRetISSQN tem que ser igual a 1 (tpRetISSQN = 1).		Obrig.	Rej.	E0589	Não é permitido retenção do ISSQN quando existe suspensão da exigibilidade por Decisao Judicial ou Administrativa.	2	V	X	V	X	-
413			Quando o benefício municipal informado na DPS for do tipo "Isenção", não poderá ocorrer retenção do ISSQN  (tpRetISSQN igual a 2 ou 3) ou seja, tpRetISSQN tem que ser igual a 1.		Obrig.	Rej.	E0594	Não é permitido retenção do ISSQN quando houver Benefício Municipal do tipo Isenção.	2	V	X	V	X	-
414			Quando o codigo de tributação nacional corresponder ao subitem 220101 da lista de serviços do Sistema Nacional NFS-e, não poderá ocorrer retenção do ISSQN (tpRetISSQN igual a 2 ou 3) ou seja, tpRetISSQN tem que ser igual a 1.		Obrig.	Rej.	E0596	Não é permitido retenção do ISSQN quando o serviço prestado corresponder ao subitem 220101 - Serviço de exploração de rodovia da lista de serviços do Sistema Nacional NFS-e.	2	V	X	V	X	-
415			Se o emitente da DPS for o tomador de serviço (tpEmit = 2) e o prestador for identificado por NIF ou,  na falta do NIF informado, o endereço for no exterior e local da prestação no território brasileiro  (cLocPrestacao é preenchido), então a retenção do imposto devido deve ser realizada obrigatoriamente  pelo tomador (tpRetISSQN = 2).		Obrig.	Rej.	E0650	Em caso de importação de serviço pelo tomador, o ISSQN deve ser retido pelo tomador.	2	V	X	V	X	-
416			Se o emitente da DPS for o intermediário de serviço (tpEmit = 3) e o prestador for identificado por NIF ou,  na falta do NIF informado, o endereço for no exterior e local da prestação no território brasileiro  (cLocPrestacao é preenchido), então a retenção do imposto devido deve ser realizada obrigatoriamente  pelo tomador (tpRetISSQN = 3).		Obrig.	Rej.	E0652	Em caso de importação de serviço pelo intermediário, o ISSQN deve ser retido pelo intermediário.	2	V	X	V	X	-
417			Verificar se o CPF informado como tomador na DPS (NFSe/infNFSe/DPS/infDPS/toma/CPF) está previamente cadastrado para retenção do ISSQN na parametrização do município de incidência do imposto.		Obrig.	Rej.	E0667	Município da incidência do ISSQN não autoriza que o CPF do tomador informado na DPS seja indicado para retenção deste imposto.	3	V	X	X	X	-
418			Verificar se o CPF informado como intermediário na DPS (NFSe/infNFSe/DPS/infDPS/interm/CPF) está previamente cadastrado para retenção na parametrização do município de incidência do imposto.		Obrig.	Rej.	E0670	Município da incidência do ISSQN não autoriza que o CPF do intermediário informado na DPS seja indicado para retenção deste imposto.	3	V	X	X	X	-
419			Se o tomador emitente da DPS (tpEmit = 2) for estabelecido em município diferente do município de incidência do ISSQN, então não pode haver retenção (tpRetISSQN deve ser igual a 1).		Obrig.	Rej.	E0672	Não pode haver retenção do ISSQN se e o tomador for o emitente da DPS e estiver estabelecido em município diferente do município de incidência do ISSQN.	2	V	X	V	X	-
420			Se o intermediário emitente da DPS (tpEmit = 3) for estabelecido em município diferente do município de incidência do ISSQN, então não pode haver retenção (tpRetISSQN deve ser igual a 1).		Obrig.	Rej.	E0673	Não pode haver retenção do ISSQN se e o intermediário for o emitente da DPS e estiver estabelecido em município diferente do município de incidência do ISSQN.	2	V	X	V	X	-
421	NFSe/infNFSe/DPS/infDPS/valores/trib/tribMun/	pAliq	Não é permitido informar alíquota superior a 5%.		Obrig.	Rej.	E0595	Não é permitido informar alíquota superior a 5%.	2	V	X	V	X	-
422			Não é permitido informar alíquota quando o prestador é optante do simples nacional do tipo MEI (opSimpNac = 2).		Obrig.	Rej.	E0600	Não é permitido informar a alíquota para prestador de serviço optante do simples nacional do tipo MEI.	2	V	X	V	X	-
